Commodity,Weights,Year,Value
Oils (example soybean),U.S. suppliers (U.S. import weights),1978,66.45294952392578
Prepared and snack foods,U.S. suppliers (U.S. import weights),1978,79.50981140136719
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1978,56.37704849243164
Rubber and allied products,U.S. suppliers (U.S. import weights),1978,38.74817276000977
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1978,69.20729064941406
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1978,69.86655426025391
Wine and beer,U.S. suppliers (U.S. import weights),1978,79.85102844238281
Bulk,U.S. competitors (country export weights),1979,62.78912734985352
Consumer oriented,U.S. competitors (country export weights),1979,66.84173583984375
Intermediates,U.S. competitors (country export weights),1979,65.55752563476563
Beef and beef products,U.S. competitors (country export weights),1979,64.40786743164063
Competitor agricultural exports to the world,U.S. competitors (country export weights),1979,63.47493743896484
Competitor merchandise exports to the world,U.S. competitors (country export weights),1979,69.24810028076172
Corn,U.S. competitors (country export weights),1979,58.03746032714844
Cotton,U.S. competitors (country export weights),1979,61.74334716796875
Dairy products,U.S. competitors (country export weights),1979,68.85276794433594
Feeds and fodders,U.S. competitors (country export weights),1979,65.28726196289063
Fresh and processed fruit,U.S. competitors (country export weights),1979,65.69764709472656
Fresh and processed vegetables,U.S. competitors (country export weights),1979,68.28217315673828
Hides and skins,U.S. competitors (country export weights),1979,67.78927612304688
Juices and beverages,U.S. competitors (country export weights),1979,66.69956207275391
Pork and pork products,U.S. competitors (country export weights),1979,68.38006591796875
Poultry meat and products,U.S. competitors (country export weights),1979,63.61452865600586
Prepared food,U.S. competitors (country export weights),1979,65.43955230712891
Rice,U.S. competitors (country export weights),1979,65.17339324951172
Soybean and vegetable  oil,U.S. competitors (country export weights),1979,66.43292236328125
Soybeans,U.S. competitors (country export weights),1979,60.01627349853516
Soymeal,U.S. competitors (country export weights),1979,51.60671234130859
Tobacco,U.S. competitors (country export weights),1979,55.01029205322266
Tree nuts,U.S. competitors (country export weights),1979,66.57632446289063
Wheat,U.S. competitors (country export weights),1979,69.28242492675781
Wine and beer,U.S. competitors (country export weights),1979,68.14646148681641
Agricultural related,U.S. markets (U.S. export weights),1979,70.90381622314453
Beef and beef products,U.S. markets (U.S. export weights),1979,83.4083251953125
Bulk,U.S. markets (U.S. export weights),1979,62.99916458129883
Consumer oriented,U.S. markets (U.S. export weights),1979,79.21312713623047
Corn,U.S. markets (U.S. export weights),1979,79.01797485351563
Cotton,U.S. markets (U.S. export weights),1979,61.86078643798828
Dairy products,U.S. markets (U.S. export weights),1979,72.56599426269531
Distillers grain,U.S. markets (U.S. export weights),1979,61.52327346801758
Feeds and fodders,U.S. markets (U.S. export weights),1979,65.21084594726563
Fresh and processed fruit,U.S. markets (U.S. export weights),1979,80.07840728759766
Fresh and processed vegetables,U.S. markets (U.S. export weights),1979,80.80607604980469
Hides and skins,U.S. markets (U.S. export weights),1979,60.41609954833984
Intermediates,U.S. markets (U.S. export weights),1979,70.39080810546875
Juices and beverages,U.S. markets (U.S. export weights),1979,82.60882568359375
Pork and pork products,U.S. markets (U.S. export weights),1979,78.50819396972656
Poultry meat and products,U.S. markets (U.S. export weights),1979,78.59420776367188
Prepared food,U.S. markets (U.S. export weights),1979,80.25140380859375
Rice,U.S. markets (U.S. export weights),1979,76.84450531005859
Soybean and vegetable oil,U.S. markets (U.S. export weights),1979,69.70303344726563
Soybeans,U.S. markets (U.S. export weights),1979,55.29510116577148
Soymeal,U.S. markets (U.S. export weights),1979,74.42195129394531
Tobacco,U.S. markets (U.S. export weights),1979,66.20391082763672
Tree nuts,U.S. markets (U.S. export weights),1979,75.66459655761719
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1979,71.38252258300781
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1979,74.53907012939453
Wheat,U.S. markets (U.S. export weights),1979,69.30917358398438
Wine and beer,U.S. markets (U.S. export weights),1979,78.01667022705078
Agricultural related products,U.S. suppliers (U.S. import weights),1979,66.38233947753906
Consumer oriented,U.S. suppliers (U.S. import weights),1979,76.22064208984375
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1979,72.05543518066406
Beef and beef products,U.S. suppliers (U.S. import weights),1979,64.95429229736328
Bulk,U.S. suppliers (U.S. import weights),1979,49.91469955444336
Cocoa beans,U.S. suppliers (U.S. import weights),1979,48.83436965942383
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1979,52.92955780029297
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1979,35.13068771362305
Distilled spirits,U.S. suppliers (U.S. import weights),1979,76.05384826660156
Fish products,U.S. suppliers (U.S. import weights),1979,64.51133728027344
Forest products,U.S. suppliers (U.S. import weights),1979,69.34862518310547
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1979,78.65548706054688
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1979,85.320068359375
Intermediates,U.S. suppliers (U.S. import weights),1979,71.60835266113281
Live animals,U.S. suppliers (U.S. import weights),1979,85.18606567382813
Oils (example soybean),U.S. suppliers (U.S. import weights),1979,68.29815673828125
Prepared and snack foods,U.S. suppliers (U.S. import weights),1979,80.04632568359375
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1979,55.592041015625
Rubber and allied products,U.S. suppliers (U.S. import weights),1979,47.58224487304688
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1979,69.67787170410156
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1979,70.57261657714844
Wine and beer,U.S. suppliers (U.S. import weights),1979,75.83613586425781
Bulk,U.S. competitors (country export weights),1980,64.43543243408203
Consumer oriented,U.S. competitors (country export weights),1980,69.01537322998047
Intermediates,U.S. competitors (country export weights),1980,67.31605529785156
Beef and beef products,U.S. competitors (country export weights),1980,67.04613494873047
Competitor agricultural exports to the world,U.S. competitors (country export weights),1980,64.86587524414063
Competitor merchandise exports to the world,U.S. competitors (country export weights),1980,72.13383483886719
Corn,U.S. competitors (country export weights),1980,58.58029556274414
Cotton,U.S. competitors (country export weights),1980,64.04637145996094
Dairy products,U.S. competitors (country export weights),1980,71.09798431396484
Feeds and fodders,U.S. competitors (country export weights),1980,67.17015075683594
Fresh and processed fruit,U.S. competitors (country export weights),1980,67.52210998535156
Fresh and processed vegetables,U.S. competitors (country export weights),1980,70.43001556396484
Hides and skins,U.S. competitors (country export weights),1980,69.49514770507813
Juices and beverages,U.S. competitors (country export weights),1980,68.96965789794922
Pork and pork products,U.S. competitors (country export weights),1980,71.27927398681641
Poultry meat and products,U.S. competitors (country export weights),1980,66.70433807373047
Prepared food,U.S. competitors (country export weights),1980,67.69528198242188
Rice,U.S. competitors (country export weights),1980,66.85018920898438
Soybean and vegetable  oil,U.S. competitors (country export weights),1980,68.16123962402344
Soybeans,U.S. competitors (country export weights),1980,61.67551422119141
Soymeal,U.S. competitors (country export weights),1980,53.15777587890625
Tobacco,U.S. competitors (country export weights),1980,57.49012756347656
Tree nuts,U.S. competitors (country export weights),1980,68.69271850585938
Wheat,U.S. competitors (country export weights),1980,71.34710693359375
Wine and beer,U.S. competitors (country export weights),1980,69.52629852294922
Agricultural related,U.S. markets (U.S. export weights),1980,72.84015655517578
Beef and beef products,U.S. markets (U.S. export weights),1980,87.25210571289063
Bulk,U.S. markets (U.S. export weights),1980,64.3736572265625
Consumer oriented,U.S. markets (U.S. export weights),1980,81.09966278076172
Corn,U.S. markets (U.S. export weights),1980,79.59605407714844
Cotton,U.S. markets (U.S. export weights),1980,65.92373657226563
Dairy products,U.S. markets (U.S. export weights),1980,72.21749877929688
Distillers grain,U.S. markets (U.S. export weights),1980,62.7469596862793
Feeds and fodders,U.S. markets (U.S. export weights),1980,66.74234008789063
Fresh and processed fruit,U.S. markets (U.S. export weights),1980,82.15383911132813
Fresh and processed vegetables,U.S. markets (U.S. export weights),1980,82.50664520263672
Hides and skins,U.S. markets (U.S. export weights),1980,62.55057907104492
Intermediates,U.S. markets (U.S. export weights),1980,70.86256408691406
Juices and beverages,U.S. markets (U.S. export weights),1980,84.66152954101563
Pork and pork products,U.S. markets (U.S. export weights),1980,80.54191589355469
Poultry meat and products,U.S. markets (U.S. export weights),1980,78.59130859375
Prepared food,U.S. markets (U.S. export weights),1980,81.25614929199219
Rice,U.S. markets (U.S. export weights),1980,78.41150665283203
Soybean and vegetable oil,U.S. markets (U.S. export weights),1980,70.06159210205078
Soybeans,U.S. markets (U.S. export weights),1980,56.68664932250977
Soymeal,U.S. markets (U.S. export weights),1980,73.389404296875
Tobacco,U.S. markets (U.S. export weights),1980,69.83193969726563
Tree nuts,U.S. markets (U.S. export weights),1980,80.51569366455078
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1980,72.85456848144531
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1980,75.34222412109375
Wheat,U.S. markets (U.S. export weights),1980,69.55609130859375
Wine and beer,U.S. markets (U.S. export weights),1980,78.203125
Agricultural related products,U.S. suppliers (U.S. import weights),1980,66.22019958496094
Consumer oriented,U.S. suppliers (U.S. import weights),1980,74.84387969970703
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1980,72.9061279296875
Beef and beef products,U.S. suppliers (U.S. import weights),1980,64.7564697265625
Bulk,U.S. suppliers (U.S. import weights),1980,50.96158599853516
Cocoa beans,U.S. suppliers (U.S. import weights),1980,46.51348495483398
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1980,53.89664840698242
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1980,37.17957305908203
Distilled spirits,U.S. suppliers (U.S. import weights),1980,72.77983856201172
Fish products,U.S. suppliers (U.S. import weights),1980,63.96659851074219
Forest products,U.S. suppliers (U.S. import weights),1980,71.31974792480469
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1980,74.78372192382813
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1980,82.51677703857422
Intermediates,U.S. suppliers (U.S. import weights),1980,71.60096740722656
Live animals,U.S. suppliers (U.S. import weights),1980,84.84818267822266
Oils (example soybean),U.S. suppliers (U.S. import weights),1980,68.68777465820313
Prepared and snack foods,U.S. suppliers (U.S. import weights),1980,80.38323211669922
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1980,54.53176498413086
Rubber and allied products,U.S. suppliers (U.S. import weights),1980,46.17301940917969
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1980,68.07431793212891
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1980,70.26654052734375
Wine and beer,U.S. suppliers (U.S. import weights),1980,72.75620269775391
Bulk,U.S. competitors (country export weights),1981,73.68241119384766
Consumer oriented,U.S. competitors (country export weights),1981,81.63254547119141
Intermediates,U.S. competitors (country export weights),1981,79.40631103515625
Beef and beef products,U.S. competitors (country export weights),1981,77.92552185058594
Competitor agricultural exports to the world,U.S. competitors (country export weights),1981,72.20242309570313
Competitor merchandise exports to the world,U.S. competitors (country export weights),1981,82.05926513671875
Corn,U.S. competitors (country export weights),1981,64.82198333740234
Cotton,U.S. competitors (country export weights),1981,74.18020629882813
Dairy products,U.S. competitors (country export weights),1981,85.70682525634766
Feeds and fodders,U.S. competitors (country export weights),1981,79.513916015625
Fresh and processed fruit,U.S. competitors (country export weights),1981,79.01451110839844
Fresh and processed vegetables,U.S. competitors (country export weights),1981,84.40045928955078
Hides and skins,U.S. competitors (country export weights),1981,81.72923278808594
Juices and beverages,U.S. competitors (country export weights),1981,81.11861419677734
Pork and pork products,U.S. competitors (country export weights),1981,85.86635589599609
Poultry meat and products,U.S. competitors (country export weights),1981,78.96109008789063
Prepared food,U.S. competitors (country export weights),1981,78.81591033935547
Rice,U.S. competitors (country export weights),1981,76.86905670166016
Soybean and vegetable  oil,U.S. competitors (country export weights),1981,80.66412353515625
Soybeans,U.S. competitors (country export weights),1981,69.39945983886719
Soymeal,U.S. competitors (country export weights),1981,58.5412712097168
Tobacco,U.S. competitors (country export weights),1981,63.453369140625
Tree nuts,U.S. competitors (country export weights),1981,81.25619506835938
Wheat,U.S. competitors (country export weights),1981,83.037841796875
Wine and beer,U.S. competitors (country export weights),1981,82.02935791015625
Agricultural related,U.S. markets (U.S. export weights),1981,79.02181243896484
Beef and beef products,U.S. markets (U.S. export weights),1981,88.92702484130859
Bulk,U.S. markets (U.S. export weights),1981,70.25437927246094
Consumer oriented,U.S. markets (U.S. export weights),1981,83.90606689453125
Corn,U.S. markets (U.S. export weights),1981,80.41280364990234
Cotton,U.S. markets (U.S. export weights),1981,71.51875305175781
Dairy products,U.S. markets (U.S. export weights),1981,73.43763732910156
Distillers grain,U.S. markets (U.S. export weights),1981,69.25727844238281
Feeds and fodders,U.S. markets (U.S. export weights),1981,71.93134307861328
Fresh and processed fruit,U.S. markets (U.S. export weights),1981,84.68367004394531
Fresh and processed vegetables,U.S. markets (U.S. export weights),1981,84.48583221435547
Hides and skins,U.S. markets (U.S. export weights),1981,70.10357666015625
Intermediates,U.S. markets (U.S. export weights),1981,74.83039855957031
Juices and beverages,U.S. markets (U.S. export weights),1981,87.08622741699219
Pork and pork products,U.S. markets (U.S. export weights),1981,81.67812347412109
Poultry meat and products,U.S. markets (U.S. export weights),1981,78.26593780517578
Prepared food,U.S. markets (U.S. export weights),1981,83.21934509277344
Rice,U.S. markets (U.S. export weights),1981,80.66584014892578
Soybean and vegetable oil,U.S. markets (U.S. export weights),1981,73.83387756347656
Soybeans,U.S. markets (U.S. export weights),1981,65.04031372070313
Soymeal,U.S. markets (U.S. export weights),1981,75.16836547851563
Tobacco,U.S. markets (U.S. export weights),1981,79.57337188720703
Tree nuts,U.S. markets (U.S. export weights),1981,90.83465576171875
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1981,77.32223510742188
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1981,79.68980407714844
Wheat,U.S. markets (U.S. export weights),1981,70.91359710693359
Wine and beer,U.S. markets (U.S. export weights),1981,83.67192840576172
Agricultural related products,U.S. suppliers (U.S. import weights),1981,69.79518127441406
Consumer oriented,U.S. suppliers (U.S. import weights),1981,77.86195373535156
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1981,76.98728179931641
Beef and beef products,U.S. suppliers (U.S. import weights),1981,64.83535003662109
Bulk,U.S. suppliers (U.S. import weights),1981,52.17979049682617
Cocoa beans,U.S. suppliers (U.S. import weights),1981,49.82903671264648
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1981,58.60373306274414
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1981,37.82747650146484
Distilled spirits,U.S. suppliers (U.S. import weights),1981,82.63116455078125
Fish products,U.S. suppliers (U.S. import weights),1981,66.85430908203125
Forest products,U.S. suppliers (U.S. import weights),1981,74.87490844726563
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1981,76.61672210693359
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1981,82.24468231201172
Intermediates,U.S. suppliers (U.S. import weights),1981,76.09962463378906
Live animals,U.S. suppliers (U.S. import weights),1981,85.93080139160156
Oils (example soybean),U.S. suppliers (U.S. import weights),1981,72.80891418457031
Prepared and snack foods,U.S. suppliers (U.S. import weights),1981,84.16432189941406
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1981,54.55257034301758
Rubber and allied products,U.S. suppliers (U.S. import weights),1981,47.03429794311523
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1981,66.84784698486328
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1981,73.48545074462891
Wine and beer,U.S. suppliers (U.S. import weights),1981,79.674560546875
Bulk,U.S. competitors (country export weights),1982,85.45189666748047
Consumer oriented,U.S. competitors (country export weights),1982,92.42532348632813
Intermediates,U.S. competitors (country export weights),1982,90.39146423339844
Beef and beef products,U.S. competitors (country export weights),1982,88.67681884765625
Competitor agricultural exports to the world,U.S. competitors (country export weights),1982,83.0679931640625
Competitor merchandise exports to the world,U.S. competitors (country export weights),1982,91.54839324951172
Corn,U.S. competitors (country export weights),1982,79.98696899414063
Cotton,U.S. competitors (country export weights),1982,84.38385772705078
Dairy products,U.S. competitors (country export weights),1982,96.72273254394531
Feeds and fodders,U.S. competitors (country export weights),1982,91.48679351806641
Fresh and processed fruit,U.S. competitors (country export weights),1982,90.50777435302734
Fresh and processed vegetables,U.S. competitors (country export weights),1982,95.150146484375
Hides and skins,U.S. competitors (country export weights),1982,92.86102294921875
Juices and beverages,U.S. competitors (country export weights),1982,91.52291107177734
Pork and pork products,U.S. competitors (country export weights),1982,95.82390594482422
Poultry meat and products,U.S. competitors (country export weights),1982,89.39990234375
Prepared food,U.S. competitors (country export weights),1982,89.24922180175781
Rice,U.S. competitors (country export weights),1982,86.68196105957031
Soybean and vegetable  oil,U.S. competitors (country export weights),1982,90.99519348144531
Soybeans,U.S. competitors (country export weights),1982,80.1337890625
Soymeal,U.S. competitors (country export weights),1982,72.24236297607422
Tobacco,U.S. competitors (country export weights),1982,73.83959197998047
Tree nuts,U.S. competitors (country export weights),1982,90.80970764160156
Wheat,U.S. competitors (country export weights),1982,95.05016326904297
Wine and beer,U.S. competitors (country export weights),1982,94.48854064941406
Agricultural related,U.S. markets (U.S. export weights),1982,86.76435089111328
Beef and beef products,U.S. markets (U.S. export weights),1982,100.4539947509766
Bulk,U.S. markets (U.S. export weights),1982,80.59519195556641
Consumer oriented,U.S. markets (U.S. export weights),1982,92.87190246582031
Corn,U.S. markets (U.S. export weights),1982,93.98134613037109
Cotton,U.S. markets (U.S. export weights),1982,82.12602996826172
Dairy products,U.S. markets (U.S. export weights),1982,85.11003112792969
Distillers grain,U.S. markets (U.S. export weights),1982,80.1209716796875
Feeds and fodders,U.S. markets (U.S. export weights),1982,80.97932434082031
Fresh and processed fruit,U.S. markets (U.S. export weights),1982,91.76979064941406
Fresh and processed vegetables,U.S. markets (U.S. export weights),1982,90.18305969238281
Hides and skins,U.S. markets (U.S. export weights),1982,79.03160858154297
Intermediates,U.S. markets (U.S. export weights),1982,84.91118621826172
Juices and beverages,U.S. markets (U.S. export weights),1982,91.72955322265625
Pork and pork products,U.S. markets (U.S. export weights),1982,95.7322998046875
Poultry meat and products,U.S. markets (U.S. export weights),1982,91.34467315673828
Prepared food,U.S. markets (U.S. export weights),1982,89.71571350097656
Rice,U.S. markets (U.S. export weights),1982,92.01987457275391
Soybean and vegetable oil,U.S. markets (U.S. export weights),1982,82.61795806884766
Soybeans,U.S. markets (U.S. export weights),1982,74.83292388916016
Soymeal,U.S. markets (U.S. export weights),1982,83.76583099365234
Tobacco,U.S. markets (U.S. export weights),1982,88.00351715087891
Tree nuts,U.S. markets (U.S. export weights),1982,99.51290130615234
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1982,86.83224487304688
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1982,90.47447204589844
Wheat,U.S. markets (U.S. export weights),1982,78.76101684570313
Wine and beer,U.S. markets (U.S. export weights),1982,92.26863098144531
Agricultural related products,U.S. suppliers (U.S. import weights),1982,77.55287170410156
Consumer oriented,U.S. suppliers (U.S. import weights),1982,91.66945648193359
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1982,84.248291015625
Beef and beef products,U.S. suppliers (U.S. import weights),1982,71.74154663085938
Bulk,U.S. suppliers (U.S. import weights),1982,56.4998779296875
Cocoa beans,U.S. suppliers (U.S. import weights),1982,54.35538864135742
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1982,62.26118087768555
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1982,39.28374862670898
Distilled spirits,U.S. suppliers (U.S. import weights),1982,96.67022705078125
Fish products,U.S. suppliers (U.S. import weights),1982,73.45124053955078
Forest products,U.S. suppliers (U.S. import weights),1982,79.05217742919922
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1982,95.04525756835938
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1982,103.5809478759766
Intermediates,U.S. suppliers (U.S. import weights),1982,83.17147827148438
Live animals,U.S. suppliers (U.S. import weights),1982,95.17710113525391
Oils (example soybean),U.S. suppliers (U.S. import weights),1982,77.29329681396484
Prepared and snack foods,U.S. suppliers (U.S. import weights),1982,93.32973480224609
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1982,64.83399963378906
Rubber and allied products,U.S. suppliers (U.S. import weights),1982,48.66336059570313
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1982,79.34105682373047
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1982,83.05814361572266
Wine and beer,U.S. suppliers (U.S. import weights),1982,99.84944152832031
Bulk,U.S. competitors (country export weights),1983,93.59779357910156
Consumer oriented,U.S. competitors (country export weights),1983,100.4696426391602
Intermediates,U.S. competitors (country export weights),1983,98.19610595703125
Beef and beef products,U.S. competitors (country export weights),1983,97.84052276611328
Competitor agricultural exports to the world,U.S. competitors (country export weights),1983,91.29502105712891
Competitor merchandise exports to the world,U.S. competitors (country export weights),1983,97.21471405029297
Corn,U.S. competitors (country export weights),1983,89.91021728515625
Cotton,U.S. competitors (country export weights),1983,92.62478637695313
Dairy products,U.S. competitors (country export weights),1983,104.4656982421875
Feeds and fodders,U.S. competitors (country export weights),1983,99.03044891357422
Fresh and processed fruit,U.S. competitors (country export weights),1983,98.98879241943359
Fresh and processed vegetables,U.S. competitors (country export weights),1983,102.6684265136719
Hides and skins,U.S. competitors (country export weights),1983,100.6008911132813
Juices and beverages,U.S. competitors (country export weights),1983,99.75481414794922
Pork and pork products,U.S. competitors (country export weights),1983,104.4711608886719
Poultry meat and products,U.S. competitors (country export weights),1983,98.59532165527344
Prepared food,U.S. competitors (country export weights),1983,97.09300231933594
Rice,U.S. competitors (country export weights),1983,94.20057678222656
Soybean and vegetable  oil,U.S. competitors (country export weights),1983,98.71402740478516
Soybeans,U.S. competitors (country export weights),1983,87.88214874267578
Soymeal,U.S. competitors (country export weights),1983,82.47409820556641
Tobacco,U.S. competitors (country export weights),1983,83.06723785400391
Tree nuts,U.S. competitors (country export weights),1983,98.50901794433594
Wheat,U.S. competitors (country export weights),1983,102.0085372924805
Wine and beer,U.S. competitors (country export weights),1983,103.0676727294922
Agricultural related,U.S. markets (U.S. export weights),1983,90.67705535888672
Beef and beef products,U.S. markets (U.S. export weights),1983,104.6909103393555
Bulk,U.S. markets (U.S. export weights),1983,85.78665161132813
Consumer oriented,U.S. markets (U.S. export weights),1983,96.70649719238281
Corn,U.S. markets (U.S. export weights),1983,99.1051025390625
Cotton,U.S. markets (U.S. export weights),1983,89.45703125
Dairy products,U.S. markets (U.S. export weights),1983,91.62697601318359
Distillers grain,U.S. markets (U.S. export weights),1983,85.24163818359375
Feeds and fodders,U.S. markets (U.S. export weights),1983,85.64699554443359
Fresh and processed fruit,U.S. markets (U.S. export weights),1983,94.60352325439453
Fresh and processed vegetables,U.S. markets (U.S. export weights),1983,91.26377105712891
Hides and skins,U.S. markets (U.S. export weights),1983,83.30625152587891
Intermediates,U.S. markets (U.S. export weights),1983,90.2642822265625
Juices and beverages,U.S. markets (U.S. export weights),1983,92.95806884765625
Pork and pork products,U.S. markets (U.S. export weights),1983,99.48348999023438
Poultry meat and products,U.S. markets (U.S. export weights),1983,97.61850738525391
Prepared food,U.S. markets (U.S. export weights),1983,92.38671112060547
Rice,U.S. markets (U.S. export weights),1983,95.0697021484375
Soybean and vegetable oil,U.S. markets (U.S. export weights),1983,87.54341888427734
Soybeans,U.S. markets (U.S. export weights),1983,79.82344055175781
Soymeal,U.S. markets (U.S. export weights),1983,89.66791534423828
Tobacco,U.S. markets (U.S. export weights),1983,93.55096435546875
Tree nuts,U.S. markets (U.S. export weights),1983,105.9134521484375
U.S. agricultural exports to the world,U.S. markets (U.S. export weights),1983,91.40039825439453
U.S. merchandise exports to the world,U.S. markets (U.S. export weights),1983,95.81144714355469
Wheat,U.S. markets (U.S. export weights),1983,84.23393249511719
Wine and beer,U.S. markets (U.S. export weights),1983,96.83846282958984
Agricultural related products,U.S. suppliers (U.S. import weights),1983,83.11030578613281
Consumer oriented,U.S. suppliers (U.S. import weights),1983,98.92888641357422
Chocolate and cocoa products,U.S. suppliers (U.S. import weights),1983,89.05696105957031
Beef and beef products,U.S. suppliers (U.S. import weights),1983,77.84089660644531
Bulk,U.S. suppliers (U.S. import weights),1983,62.17841339111328
Cocoa beans,U.S. suppliers (U.S. import weights),1983,58.01856994628906
Cocoa paste and  butter,U.S. suppliers (U.S. import weights),1983,69.98275756835938
"Coffee, unroasted",U.S. suppliers (U.S. import weights),1983,45.01077270507813
Distilled spirits,U.S. suppliers (U.S. import weights),1983,105.9952774047852
Fish products,U.S. suppliers (U.S. import weights),1983,78.9796142578125
Forest products,U.S. suppliers (U.S. import weights),1983,82.34931945800781
Fresh and processed fruit,U.S. suppliers (U.S. import weights),1983,104.8054351806641
Fresh and processed vegetables,U.S. suppliers (U.S. import weights),1983,113.455322265625
Intermediates,U.S. suppliers (U.S. import weights),1983,88.00410461425781
Live animals,U.S. suppliers (U.S. import weights),1983,97.59207153320313
Oils (example soybean),U.S. suppliers (U.S. import weights),1983,82.9952392578125
Prepared and snack foods,U.S. suppliers (U.S. import weights),1983,96.54443359375
Raw beet and cane sugar,U.S. suppliers (U.S. import weights),1983,70.78797912597656
Rubber and allied products,U.S. suppliers (U.S. import weights),1983,57.33156967163086
"Sugars, sweeteners, beverage bases",U.S. suppliers (U.S. import weights),1983,84.29987335205078
U.S. total agricultural imports,U.S. suppliers (U.S. import weights),1983,89.09221649169922
Wine and beer,U.S. suppliers (U.S. import weights),1983,109.2451477050781
Bulk,U.S. competitors (country export weights),1984,104.0772857666016
Consumer oriented,U.S. competitors (country export weights),1984,111.5685577392578
Intermediates,U.S. competitors (country export weights),1984,109.0419845581055
Beef and beef products,U.S. competitors (country export weights),1984,109.1271209716797
Competitor agricultural exports to the world,U.S. competitors (country export weights),1984,100.8434219360352
Competitor merchandise exports to the world,U.S. competitors (country export weights),1984,106.6567611694336
Corn,U.S. competitors (country export weights),1984,99.97036743164063
Cotton,U.S. competitors (country export weights),1984,103.6029357910156
Dairy products,U.S. competitors (country export weights),1984,116.2480316162109
Feeds and fodders,U.S. competitors (country export weights),1984,110.1777572631836
Fresh and processed fruit,U.S. competitors (country export weights),1984,109.8541793823242
Fresh and processed vegetables,U.S. competitors (country export weights),1984,113.9476165771484
Hides and skins,U.S. competitors (country export weights),1984,111.8837509155273
Juices and beverages,U.S. competitors (country export weights),1984,110.5000686645508
Pork and pork products,U.S. competitors (country export weights),1984,116.1425323486328
Poultry meat and products,U.S. competitors (country export weights),1984,110.3846588134766
Prepared food,U.S. competitors (country export weights),1984,107.7014846801758
Rice,U.S. competitors (country export weights),1984,104.3995666503906
Soybean and vegetable  oil,U.S. competitors (country export weights),1984,109.4066467285156
Soybeans,U.S. competitors (country export weights),1984,98.42810821533203
Soymeal,U.S. competitors (country export weights),1984,93.26221466064453
Tobacco,U.S. competitors (country export weights),1984,92.73610687255859
Tree nuts,U.S. competitors (country export weights),1984,109.5441207885742
Wheat,U.S. competitors (country export weights),1984,112.5948333740234
Wine and beer,U.S. competitors (country export weights),1984,114.1778717041016
Agricultural related,U.S. markets (U.S. export weights),1984,98.62779235839844
Beef and beef products,U.S. markets (U.S. export weights),1984,106.1223068237305
Bulk,U.S. markets (U.S. export weights),1984,92.91036224365234
Consumer oriented,U.S. markets (U.S. export weights),1984,100.184944152832
Corn,U.S. markets (U.S. export weights),1984,100.8000564575195
Cotton,U.S. markets (U.S. export weights),1984,97.74068450927734
Dairy products,U.S. markets (U.S. export weights),1984,93.44535827636719
Distillers grain,U.S. markets (U.S. export weights),1984,93.29228210449219
Feeds and fodders,U.S. markets (U.S. export weights),1984,92.66899108886719
Fresh and processed fruit,U.S. markets (U.S. export weights),1984,98.32748413085938
